image_name,steering_angle
frame_2024-12-15_12-34-52_angle_150_aug_55.jpg,150
frame_2024-12-15_13-01-28_angle_90.jpg,90
frame_2024-12-15_12-26-44_angle_120.jpg,120
frame_2024-12-15_12-23-44_angle_90.jpg,90
frame_2024-12-15_12-33-51_angle_120.jpg,120
frame_2024-12-15_12-54-26_angle_120.jpg,120
frame_2024-12-15_12-29-04_angle_120.jpg,120
frame_2024-12-15_10-50-58_angle_30_aug_194.jpg,30
frame_2024-12-15_12-55-50_angle_30_aug_70.jpg,30
frame_2024-12-15_10-49-21_angle_30_aug_398.jpg,30
frame_2024-12-15_12-29-30_angle_120.jpg,120
frame_2024-12-15_12-28-35_angle_90.jpg,90
frame_2024-12-15_12-31-16_angle_90.jpg,90
frame_2024-12-15_10-49-57_angle_120.jpg,120
frame_2024-12-15_12-30-59_angle_90.jpg,90
frame_2024-12-15_12-29-06_angle_60.jpg,60
frame_2024-12-15_12-55-51_angle_30_aug_163.jpg,30
frame_2024-12-15_12-40-37_angle_60.jpg,60
frame_2024-12-15_13-20-18_angle_90.jpg,90
frame_2024-12-15_12-31-20_angle_90.jpg,90
frame_2024-12-15_14-36-45_angle_90.jpg,90
frame_2024-12-15_12-28-41_angle_60.jpg,60
frame_2024-12-15_13-22-58_angle_120.jpg,120
frame_2024-12-15_12-26-06_angle_90.jpg,90
frame_2024-12-15_12-32-42_angle_90.jpg,90
frame_2024-12-15_12-40-02_angle_120.jpg,120
frame_2024-12-15_10-48-41_angle_60_aug_114.jpg,60
frame_2024-12-15_12-30-52_angle_120.jpg,120
frame_2024-12-15_14-37-00_angle_120.jpg,120
frame_2024-12-15_12-31-14_angle_150_aug_91.jpg,150
frame_2024-12-15_12-56-14_angle_30_aug_56.jpg,30
frame_2024-12-15_12-27-58_angle_150_aug_146.jpg,150
frame_2024-12-15_12-39-54_angle_90.jpg,90
frame_2024-12-15_12-52-34_angle_120.jpg,120
frame_2024-12-15_10-50-29_angle_150_aug_185.jpg,150
frame_2024-12-15_12-33-21_angle_150_aug_66.jpg,150
frame_2024-12-15_12-28-05_angle_90.jpg,90
frame_2024-12-15_13-00-20_angle_120.jpg,120
frame_2024-12-15_12-22-45_angle_60_aug_65.jpg,60
frame_2024-12-15_12-27-14_angle_90.jpg,90
frame_2024-12-15_12-28-44_angle_120.jpg,120
frame_2024-12-15_12-33-32_angle_120.jpg,120
frame_2024-12-15_14-36-33_angle_90.jpg,90
frame_2024-12-15_12-52-39_angle_90.jpg,90
frame_2024-12-15_12-51-37_angle_120.jpg,120
frame_2024-12-15_10-49-45_angle_30_aug_205.jpg,30
frame_2024-12-15_12-31-04_angle_150_aug_96.jpg,150
frame_2024-12-15_12-30-22_angle_30_aug_81.jpg,30
frame_2024-12-15_12-26-10_angle_120.jpg,120
frame_2024-12-15_12-39-37_angle_120.jpg,120
frame_2024-12-15_10-51-28_angle_120.jpg,120
frame_2024-12-15_12-51-27_angle_30_aug_168.jpg,30
frame_2024-12-15_13-04-17_angle_120.jpg,120
frame_2024-12-15_12-30-30_angle_150_aug_110.jpg,150
frame_2024-12-15_12-31-40_angle_90.jpg,90
frame_2024-12-15_14-36-41_angle_120.jpg,120
frame_2024-12-15_13-04-15_angle_120.jpg,120
frame_2024-12-15_12-27-25_angle_60_aug_25.jpg,60
frame_2024-12-15_12-25-41_angle_120.jpg,120
frame_2024-12-15_14-36-01_angle_120.jpg,120
frame_2024-12-15_13-18-33_angle_120.jpg,120
frame_2024-12-15_12-31-16_angle_150.jpg,150
frame_2024-12-15_12-27-47_angle_60_aug_21.jpg,60
frame_2024-12-15_12-42-26_angle_90.jpg,90
frame_2024-12-15_10-49-00_angle_120.jpg,120
frame_2024-12-15_12-54-18_angle_120.jpg,120
frame_2024-12-15_10-49-47_angle_90.jpg,90
frame_2024-12-15_12-28-02_angle_120.jpg,120
frame_2024-12-15_12-56-09_angle_30_aug_344.jpg,30
frame_2024-12-15_12-26-23_angle_90.jpg,90
frame_2024-12-15_12-40-17_angle_120.jpg,120
frame_2024-12-15_10-48-44_angle_30_aug_28.jpg,30
frame_2024-12-15_12-27-22_angle_60_aug_26.jpg,60
frame_2024-12-15_10-51-48_angle_90.jpg,90
frame_2024-12-15_13-17-27_angle_150.jpg,150
frame_2024-12-15_12-32-09_angle_120.jpg,120
frame_2024-12-15_14-41-34_angle_90.jpg,90
frame_2024-12-15_13-17-41_angle_30_aug_34.jpg,30
frame_2024-12-15_12-30-44_angle_90.jpg,90
frame_2024-12-15_10-49-56_angle_150_aug_190.jpg,150
frame_2024-12-15_12-34-52_angle_150_aug_54.jpg,150
frame_2024-12-15_12-28-57_angle_60.jpg,60
frame_2024-12-15_10-51-43_angle_30.jpg,30
frame_2024-12-15_12-51-27_angle_30_aug_74.jpg,30
frame_2024-12-15_12-55-50_angle_30.jpg,30
frame_2024-12-15_10-50-52_angle_30_aug_289.jpg,30
frame_2024-12-15_12-59-08_angle_90.jpg,90
frame_2024-12-15_12-50-41_angle_90.jpg,90
frame_2024-12-15_10-49-50_angle_30.jpg,30
frame_2024-12-15_12-40-49_angle_90.jpg,90
frame_2024-12-15_12-33-10_angle_60.jpg,60
frame_2024-12-15_12-41-09_angle_60.jpg,60
frame_2024-12-15_12-30-37_angle_120.jpg,120
frame_2024-12-15_14-37-02_angle_90.jpg,90
frame_2024-12-15_14-41-01_angle_90.jpg,90
frame_2024-12-15_12-29-00_angle_150_aug_133.jpg,150
frame_2024-12-15_12-29-44_angle_150_aug_119.jpg,150
frame_2024-12-15_12-32-51_angle_120.jpg,120
frame_2024-12-15_12-22-14_angle_90.jpg,90
frame_2024-12-15_12-40-55_angle_90.jpg,90
frame_2024-12-15_10-50-02_angle_30_aug_295.jpg,30
frame_2024-12-15_12-40-41_angle_120.jpg,120
frame_2024-12-15_12-46-04_angle_120.jpg,120
frame_2024-12-15_12-44-00_angle_150_aug_36.jpg,150
frame_2024-12-15_14-40-34_angle_120.jpg,120
frame_2024-12-15_12-25-34_angle_150_aug_158.jpg,150
frame_2024-12-15_13-06-02_angle_120.jpg,120
frame_2024-12-15_13-04-42_angle_30_aug_133.jpg,30
frame_2024-12-15_12-39-27_angle_120.jpg,120
frame_2024-12-15_12-58-53_angle_90.jpg,90
frame_2024-12-15_13-09-31_angle_90.jpg,90
frame_2024-12-15_13-07-12_angle_90.jpg,90
frame_2024-12-15_12-56-18_angle_30_aug_146.jpg,30
frame_2024-12-15_12-28-32_angle_90.jpg,90
frame_2024-12-15_10-50-57_angle_30_aug_288.jpg,30
frame_2024-12-15_13-20-54_angle_60.jpg,60
frame_2024-12-15_14-43-01_angle_120.jpg,120
frame_2024-12-15_12-42-59_angle_120.jpg,120
frame_2024-12-15_12-56-10_angle_30_aug_342.jpg,30
frame_2024-12-15_13-06-08_angle_120.jpg,120
frame_2024-12-15_12-53-01_angle_120.jpg,120
frame_2024-12-15_13-23-46_angle_90.jpg,90
frame_2024-12-15_12-29-03_angle_90.jpg,90
frame_2024-12-15_12-33-21_angle_150.jpg,150
frame_2024-12-15_13-22-37_angle_120.jpg,120
frame_2024-12-15_12-32-29_angle_150_aug_76.jpg,150
frame_2024-12-15_12-25-02_angle_60_aug_48.jpg,60
frame_2024-12-15_14-28-34_angle_90.jpg,90
frame_2024-12-15_14-40-15_angle_90.jpg,90
frame_2024-12-15_12-39-48_angle_90.jpg,90
frame_2024-12-15_12-53-22_angle_90.jpg,90
frame_2024-12-15_12-56-28_angle_30_aug_324.jpg,30
frame_2024-12-15_10-51-37_angle_60_aug_70.jpg,60
frame_2024-12-15_14-38-09_angle_120.jpg,120
frame_2024-12-15_12-43-58_angle_90.jpg,90
frame_2024-12-15_12-56-13_angle_30_aug_340.jpg,30
frame_2024-12-15_13-18-42_angle_120.jpg,120
frame_2024-12-15_12-33-25_angle_120.jpg,120
frame_2024-12-15_12-24-59_angle_120.jpg,120
frame_2024-12-15_10-51-09_angle_120.jpg,120
frame_2024-12-15_12-45-56_angle_150.jpg,150
frame_2024-12-15_12-26-32_angle_60_aug_33.jpg,60
frame_2024-12-15_14-36-32_angle_90.jpg,90
frame_2024-12-15_12-44-12_angle_150_aug_31.jpg,150
frame_2024-12-15_12-33-14_angle_150.jpg,150
frame_2024-12-15_12-28-36_angle_60_aug_7.jpg,60
frame_2024-12-15_12-30-44_angle_60.jpg,60
frame_2024-12-15_12-29-34_angle_150_aug_125.jpg,150
frame_2024-12-15_10-49-44_angle_30_aug_206.jpg,30
frame_2024-12-15_12-26-12_angle_90.jpg,90
frame_2024-12-15_13-03-25_angle_60.jpg,60
frame_2024-12-15_13-23-56_angle_30_aug_315.jpg,30
frame_2024-12-15_10-49-48_angle_30_aug_111.jpg,30
frame_2024-12-15_12-40-27_angle_150_aug_51.jpg,150
frame_2024-12-15_12-25-53_angle_60.jpg,60
frame_2024-12-15_10-48-47_angle_30.jpg,30
frame_2024-12-15_12-56-16_angle_30_aug_337.jpg,30
frame_2024-12-15_12-44-15_angle_90.jpg,90
frame_2024-12-15_12-56-14_angle_30_aug_57.jpg,30
frame_2024-12-15_12-45-54_angle_120.jpg,120
frame_2024-12-15_13-23-51_angle_120.jpg,120
frame_2024-12-15_13-01-18_angle_120.jpg,120
frame_2024-12-15_14-28-22_angle_120.jpg,120
frame_2024-12-15_12-50-53_angle_120.jpg,120
frame_2024-12-15_12-34-30_angle_60.jpg,60
frame_2024-12-15_12-32-39_angle_120.jpg,120
frame_2024-12-15_12-30-11_angle_60.jpg,60
frame_2024-12-15_12-44-13_angle_90.jpg,90
frame_2024-12-15_12-26-43_angle_90.jpg,90
frame_2024-12-15_10-48-54_angle_60_aug_110.jpg,60
frame_2024-12-15_12-44-01_angle_150_aug_34.jpg,150
frame_2024-12-15_10-49-48_angle_30_aug_299.jpg,30
frame_2024-12-15_10-50-58_angle_30_aug_287.jpg,30
frame_2024-12-15_12-34-05_angle_60.jpg,60
frame_2024-12-15_14-41-46_angle_90.jpg,90
frame_2024-12-15_13-01-48_angle_150.jpg,150
frame_2024-12-15_12-23-22_angle_150_aug_162.jpg,150
frame_2024-12-15_12-41-25_angle_150.jpg,150
frame_2024-12-15_12-23-48_angle_120.jpg,120
frame_2024-12-15_12-52-46_angle_60.jpg,60
frame_2024-12-15_12-50-43_angle_150_aug_9.jpg,150
frame_2024-12-15_13-06-51_angle_120.jpg,120
frame_2024-12-15_12-29-11_angle_150.jpg,150
frame_2024-12-15_13-01-23_angle_120.jpg,120
frame_2024-12-15_12-28-37_angle_30_aug_83.jpg,30
frame_2024-12-15_12-23-09_angle_60.jpg,60
frame_2024-12-15_10-50-10_angle_30_aug_12.jpg,30
frame_2024-12-15_10-49-12_angle_150_aug_197.jpg,150
frame_2024-12-15_10-49-52_angle_60_aug_100.jpg,60
frame_2024-12-15_12-28-42_angle_90.jpg,90
frame_2024-12-15_12-24-52_angle_120.jpg,120
frame_2024-12-15_10-50-20_angle_60.jpg,60
frame_2024-12-15_12-24-12_angle_60_aug_55.jpg,60
frame_2024-12-15_14-37-53_angle_90.jpg,90
frame_2024-12-15_13-03-45_angle_120.jpg,120
frame_2024-12-15_12-22-30_angle_150.jpg,150
frame_2024-12-15_13-02-30_angle_150.jpg,150
frame_2024-12-15_12-54-01_angle_120.jpg,120
frame_2024-12-15_12-42-55_angle_150_aug_42.jpg,150
frame_2024-12-15_12-32-52_angle_150.jpg,150
frame_2024-12-15_13-18-41_angle_90.jpg,90
frame_2024-12-15_12-23-42_angle_60_aug_57.jpg,60
frame_2024-12-15_13-07-49_angle_30_aug_39.jpg,30
frame_2024-12-15_12-45-55_angle_150.jpg,150
frame_2024-12-15_12-28-05_angle_150_aug_143.jpg,150
frame_2024-12-15_12-42-55_angle_150.jpg,150
frame_2024-12-15_13-04-28_angle_120.jpg,120
frame_2024-12-15_13-21-59_angle_120.jpg,120
frame_2024-12-15_12-56-19_angle_30_aug_145.jpg,30
frame_2024-12-15_12-28-37_angle_150.jpg,150
frame_2024-12-15_12-26-24_angle_60_aug_34.jpg,60
frame_2024-12-15_13-10-03_angle_120.jpg,120
frame_2024-12-15_12-56-22_angle_30_aug_49.jpg,30
frame_2024-12-15_13-06-28_angle_60.jpg,60
frame_2024-12-15_14-39-21_angle_120.jpg,120
frame_2024-12-15_12-41-55_angle_90.jpg,90
frame_2024-12-15_10-48-56_angle_120.jpg,120
frame_2024-12-15_14-36-08_angle_120.jpg,120
frame_2024-12-15_12-46-07_angle_120.jpg,120
frame_2024-12-15_14-43-09_angle_120.jpg,120
frame_2024-12-15_10-48-44_angle_30_aug_310.jpg,30
frame_2024-12-15_10-48-49_angle_30_aug_119.jpg,30
frame_2024-12-15_12-22-44_angle_60.jpg,60
frame_2024-12-15_10-50-12_angle_60.jpg,60
frame_2024-12-15_14-41-22_angle_120.jpg,120
frame_2024-12-15_12-22-38_angle_150_aug_166.jpg,150
frame_2024-12-15_12-32-31_angle_90.jpg,90
frame_2024-12-15_12-32-52_angle_150_aug_74.jpg,150
frame_2024-12-15_12-32-07_angle_150.jpg,150
frame_2024-12-15_12-32-21_angle_90.jpg,90
frame_2024-12-15_13-16-58_angle_60.jpg,60
frame_2024-12-15_12-59-41_angle_120.jpg,120
frame_2024-12-15_13-17-37_angle_90.jpg,90
frame_2024-12-15_12-33-15_angle_90.jpg,90
frame_2024-12-15_10-49-03_angle_60_aug_108.jpg,60
frame_2024-12-15_13-06-27_angle_90.jpg,90
frame_2024-12-15_12-40-28_angle_150_aug_50.jpg,150
frame_2024-12-15_13-09-24_angle_90.jpg,90
frame_2024-12-15_12-23-50_angle_120.jpg,120
frame_2024-12-15_10-49-04_angle_60_aug_107.jpg,60
frame_2024-12-15_14-41-27_angle_120.jpg,120
frame_2024-12-15_12-28-55_angle_90.jpg,90
frame_2024-12-15_12-26-52_angle_90.jpg,90
frame_2024-12-15_12-56-26_angle_30_aug_326.jpg,30
frame_2024-12-15_12-58-38_angle_120.jpg,120
frame_2024-12-15_13-06-53_angle_120.jpg,120
frame_2024-12-15_12-26-19_angle_60_aug_35.jpg,60
frame_2024-12-15_13-23-17_angle_150.jpg,150
frame_2024-12-15_12-40-44_angle_120.jpg,120
frame_2024-12-15_12-56-29_angle_30_aug_42.jpg,30
frame_2024-12-15_14-40-14_angle_90.jpg,90
frame_2024-12-15_12-32-59_angle_90.jpg,90
frame_2024-12-15_10-50-40_angle_60.jpg,60
frame_2024-12-15_13-17-46_angle_120.jpg,120
frame_2024-12-15_13-00-28_angle_90.jpg,90
frame_2024-12-15_12-23-59_angle_90.jpg,90
frame_2024-12-15_12-50-44_angle_150.jpg,150
frame_2024-12-15_12-42-15_angle_90.jpg,90
frame_2024-12-15_14-37-40_angle_60.jpg,60
frame_2024-12-15_12-28-06_angle_150_aug_143.jpg,150
frame_2024-12-15_13-00-00_angle_90.jpg,90
frame_2024-12-15_12-30-47_angle_90.jpg,90
frame_2024-12-15_12-28-36_angle_60_aug_6.jpg,60
frame_2024-12-15_12-26-38_angle_90.jpg,90
frame_2024-12-15_13-01-13_angle_120.jpg,120
frame_2024-12-15_13-01-09_angle_90.jpg,90
frame_2024-12-15_12-59-14_angle_90.jpg,90
frame_2024-12-15_13-01-34_angle_150.jpg,150
frame_2024-12-15_14-36-59_angle_90.jpg,90
frame_2024-12-15_10-50-00_angle_120.jpg,120
frame_2024-12-15_12-53-39_angle_120.jpg,120
frame_2024-12-15_12-41-24_angle_120.jpg,120
frame_2024-12-15_12-31-59_angle_150_aug_84.jpg,150
frame_2024-12-15_13-01-35_angle_120.jpg,120
frame_2024-12-15_12-56-10_angle_30_aug_155.jpg,30
frame_2024-12-15_12-52-59_angle_120.jpg,120
frame_2024-12-15_12-28-36_angle_120.jpg,120
frame_2024-12-15_12-28-36_angle_30_aug_272.jpg,30
frame_2024-12-15_12-24-53_angle_90.jpg,90
frame_2024-12-15_12-46-09_angle_120.jpg,120
frame_2024-12-15_12-45-16_angle_150_aug_22.jpg,150
frame_2024-12-15_12-59-17_angle_120.jpg,120
frame_2024-12-15_12-28-26_angle_60_aug_14.jpg,60
frame_2024-12-15_12-26-37_angle_150_aug_153.jpg,150
frame_2024-12-15_13-03-36_angle_150.jpg,150
frame_2024-12-15_12-56-12_angle_30_aug_152.jpg,30
frame_2024-12-15_13-04-30_angle_120.jpg,120
frame_2024-12-15_12-55-51_angle_30_aug_69.jpg,30
frame_2024-12-15_12-26-35_angle_150_aug_154.jpg,150
frame_2024-12-15_13-07-45_angle_120.jpg,120
frame_2024-12-15_13-20-31_angle_90.jpg,90
frame_2024-12-15_10-50-32_angle_60_aug_88.jpg,60
frame_2024-12-15_12-56-24_angle_30_aug_234.jpg,30
frame_2024-12-15_10-44-15_angle_30_aug_30.jpg,30
frame_2024-12-15_12-24-06_angle_120.jpg,120
frame_2024-12-15_12-29-36_angle_120.jpg,120
frame_2024-12-15_10-50-39_angle_150.jpg,150
frame_2024-12-15_12-27-25_angle_60.jpg,60
frame_2024-12-15_10-51-41_angle_30_aug_373.jpg,30
frame_2024-12-15_13-00-17_angle_120.jpg,120
frame_2024-12-15_14-35-19_angle_120.jpg,120
frame_2024-12-15_12-56-06_angle_30_aug_252.jpg,30
frame_2024-12-15_13-21-22_angle_120.jpg,120
frame_2024-12-15_12-53-39_angle_90.jpg,90
frame_2024-12-15_14-35-43_angle_120.jpg,120
frame_2024-12-15_12-40-34_angle_90.jpg,90
frame_2024-12-15_14-15-18_angle_90.jpg,90
frame_2024-12-15_12-41-29_angle_120.jpg,120
frame_2024-12-15_12-25-39_angle_90.jpg,90
frame_2024-12-15_12-39-55_angle_60.jpg,60
frame_2024-12-15_13-18-03_angle_120.jpg,120
frame_2024-12-15_12-46-11_angle_120.jpg,120
frame_2024-12-15_12-44-00_angle_150_aug_35.jpg,150
frame_2024-12-15_10-49-22_angle_30_aug_397.jpg,30
frame_2024-12-15_12-28-28_angle_60_aug_11.jpg,60
frame_2024-12-15_13-23-20_angle_120.jpg,120
frame_2024-12-15_14-41-33_angle_90.jpg,90
frame_2024-12-15_12-33-16_angle_120.jpg,120
frame_2024-12-15_12-26-33_angle_60_aug_31.jpg,60
frame_2024-12-15_12-53-08_angle_90.jpg,90
frame_2024-12-15_12-29-23_angle_150_aug_128.jpg,150
frame_2024-12-15_12-44-45_angle_30_aug_359.jpg,30
frame_2024-12-15_12-52-40_angle_90.jpg,90
frame_2024-12-15_12-45-02_angle_150_aug_26.jpg,150
frame_2024-12-15_13-00-42_angle_120.jpg,120
frame_2024-12-15_12-34-01_angle_90.jpg,90
frame_2024-12-15_14-35-59_angle_120.jpg,120
frame_2024-12-15_12-25-59_angle_60_aug_41.jpg,60
frame_2024-12-15_12-28-25_angle_60_aug_14.jpg,60
frame_2024-12-15_10-49-49_angle_30_aug_109.jpg,30
frame_2024-12-15_14-26-57_angle_30_aug_314.jpg,30
frame_2024-12-15_12-34-02_angle_120.jpg,120
frame_2024-12-15_13-01-46_angle_90.jpg,90
frame_2024-12-15_12-39-32_angle_120.jpg,120
frame_2024-12-15_12-27-21_angle_30_aug_86.jpg,30
frame_2024-12-15_12-42-33_angle_150_aug_44.jpg,150
frame_2024-12-15_10-49-35_angle_60_aug_102.jpg,60
frame_2024-12-15_14-35-49_angle_120.jpg,120
frame_2024-12-15_10-48-43_angle_150.jpg,150
frame_2024-12-15_10-51-12_angle_60_aug_78.jpg,60
frame_2024-12-15_12-26-43_angle_120.jpg,120
frame_2024-12-15_13-00-05_angle_90.jpg,90
frame_2024-12-15_12-33-13_angle_150_aug_71.jpg,150
frame_2024-12-15_12-34-48_angle_120.jpg,120
frame_2024-12-15_12-27-37_angle_120.jpg,120
frame_2024-12-15_14-35-41_angle_90.jpg,90
frame_2024-12-15_12-41-50_angle_90.jpg,90
frame_2024-12-15_10-50-32_angle_60.jpg,60
frame_2024-12-15_10-49-48_angle_30_aug_16.jpg,30
frame_2024-12-15_12-25-48_angle_90.jpg,90
frame_2024-12-15_10-49-45_angle_30_aug_206.jpg,30
frame_2024-12-15_10-49-50_angle_30_aug_390.jpg,30
frame_2024-12-15_14-41-11_angle_120.jpg,120
frame_2024-12-15_12-31-07_angle_150_aug_93.jpg,150
frame_2024-12-15_10-50-21_angle_30_aug_10.jpg,30
frame_2024-12-15_13-19-41_angle_90.jpg,90
frame_2024-12-15_12-53-46_angle_120.jpg,120
frame_2024-12-15_13-04-03_angle_90.jpg,90
frame_2024-12-15_12-34-21_angle_150.jpg,150
frame_2024-12-15_13-20-47_angle_120.jpg,120
frame_2024-12-15_12-59-16_angle_120.jpg,120
frame_2024-12-15_12-31-20_angle_120.jpg,120
frame_2024-12-15_13-22-55_angle_90.jpg,90
frame_2024-12-15_12-28-47_angle_90.jpg,90
frame_2024-12-15_14-41-30_angle_120.jpg,120
frame_2024-12-15_12-28-04_angle_60_aug_20.jpg,60
frame_2024-12-15_10-51-54_angle_30_aug_181.jpg,30
frame_2024-12-15_14-40-03_angle_90.jpg,90
frame_2024-12-15_12-42-42_angle_60.jpg,60
frame_2024-12-15_10-49-28_angle_30_aug_301.jpg,30
frame_2024-12-15_12-23-49_angle_90.jpg,90
frame_2024-12-15_12-27-15_angle_120.jpg,120
frame_2024-12-15_12-45-19_angle_150.jpg,150
frame_2024-12-15_12-30-38_angle_120.jpg,120
frame_2024-12-15_10-50-42_angle_30_aug_196.jpg,30
frame_2024-12-15_13-09-00_angle_90.jpg,90
frame_2024-12-15_12-43-09_angle_90.jpg,90
frame_2024-12-15_12-30-29_angle_120.jpg,120
frame_2024-12-15_12-24-20_angle_120.jpg,120
frame_2024-12-15_12-30-18_angle_90.jpg,90
frame_2024-12-15_13-00-10_angle_120.jpg,120
frame_2024-12-15_13-07-05_angle_60.jpg,60
frame_2024-12-15_10-51-31_angle_60_aug_74.jpg,60
frame_2024-12-15_12-51-47_angle_120.jpg,120
frame_2024-12-15_13-06-07_angle_150.jpg,150
frame_2024-12-15_10-50-02_angle_30_aug_12.jpg,30
frame_2024-12-15_12-30-03_angle_120.jpg,120
frame_2024-12-15_12-40-18_angle_90.jpg,90
frame_2024-12-15_12-45-39_angle_90.jpg,90
frame_2024-12-15_12-33-03_angle_150_aug_71.jpg,150
frame_2024-12-15_10-50-29_angle_150.jpg,150
frame_2024-12-15_12-30-10_angle_120.jpg,120
frame_2024-12-15_12-31-44_angle_60.jpg,60
frame_2024-12-15_12-56-05_angle_30_aug_66.jpg,30
frame_2024-12-15_12-54-32_angle_120.jpg,120
frame_2024-12-15_12-50-31_angle_120.jpg,120
frame_2024-12-15_13-20-27_angle_120.jpg,120
frame_2024-12-15_14-37-44_angle_120.jpg,120
frame_2024-12-15_13-03-11_angle_150.jpg,150
frame_2024-12-15_13-01-16_angle_120.jpg,120
frame_2024-12-15_12-44-22_angle_150_aug_30.jpg,150
frame_2024-12-15_13-00-16_angle_120.jpg,120
frame_2024-12-15_12-32-02_angle_150.jpg,150
frame_2024-12-15_14-38-28_angle_120.jpg,120
frame_2024-12-15_14-42-42_angle_90.jpg,90
frame_2024-12-15_13-00-26_angle_120.jpg,120
frame_2024-12-15_10-50-34_angle_30_aug_291.jpg,30
frame_2024-12-15_12-51-34_angle_90.jpg,90
frame_2024-12-15_13-08-50_angle_90.jpg,90
frame_2024-12-15_12-27-52_angle_90.jpg,90
frame_2024-12-15_10-49-21_angle_30.jpg,30
frame_2024-12-15_12-50-39_angle_150_aug_11.jpg,150
frame_2024-12-15_12-26-19_angle_120.jpg,120
frame_2024-12-15_12-56-14_angle_30_aug_150.jpg,30
frame_2024-12-15_12-28-28_angle_90.jpg,90
frame_2024-12-15_12-54-34_angle_90.jpg,90
frame_2024-12-15_12-56-28_angle_30_aug_325.jpg,30
frame_2024-12-15_10-48-54_angle_60.jpg,60
frame_2024-12-15_13-06-26_angle_90.jpg,90
frame_2024-12-15_12-55-40_angle_30_aug_259.jpg,30
frame_2024-12-15_12-31-14_angle_120.jpg,120
frame_2024-12-15_12-26-57_angle_60_aug_28.jpg,60
frame_2024-12-15_13-03-57_angle_120.jpg,120
frame_2024-12-15_12-54-22_angle_120.jpg,120
frame_2024-12-15_12-40-29_angle_120.jpg,120
frame_2024-12-15_12-53-20_angle_90.jpg,90
frame_2024-12-15_12-45-37_angle_90.jpg,90
frame_2024-12-15_12-56-10_angle_30_aug_248.jpg,30
frame_2024-12-15_13-07-35_angle_90.jpg,90
frame_2024-12-15_12-52-06_angle_120.jpg,120
frame_2024-12-15_12-29-17_angle_90.jpg,90
frame_2024-12-15_14-37-40_angle_90.jpg,90
frame_2024-12-15_10-44-14_angle_90.jpg,90
frame_2024-12-15_12-28-53_angle_60.jpg,60
